case_id,case_outcome,case_title,case_text
Case20801,cited,Kernel Holdings Pty Ltd v Rothmans of Pall Mall (Australia) Pty Ltd [1991] FCA 557,"The principles governing the exercise of the Court's power to summarily dismiss a claim on the ground that it discloses no reasonable cause of action, the principles which govern pleadings in this Court and the relevant authorities are conveniently summarised by Weinberg J in McKellar v Container Terminal Management Services Ltd [1999] FCA 1101 ; (1999) 165 ALR 409 at 415-421. It is not necessary to restate, at length, his Honour's exposition of the relevant rules and the statements of principle which emerge from the cases to which he refers. It is sufficient, for present purposes, to note that: &#8226; The power to dismiss a claim because it discloses no reasonable cause of action will not lightly be exercised: see Dey v Victorian Railways Commissioners [1949] HCA 1 ; (1949) 78 CLR 62 at 91; General Steel Industries Inc v Commissioner for Railways (NSW) [1964] HCA 69 ; (1964) 112 CLR 125 at 128-130; Webster v Lampard [1993] HCA 57 ; (1993) 177 CLR 598 at 602-603. &#8226; The purpose of pleadings is to define the issues with sufficient clarity such that respondents understand, and have the opportunity to meet, the case made against them: see Dare v Pulham [1982] HCA 70 ; (1982) 148 CLR 658 at 664; Mitanis v Pioneer Concrete (Vic) Pty Ltd [1997] ATPR 41-591 at 44, 151ff. &#8226; A statement of claim must plead all the material facts necessary for the purpose of formulating a complete cause of action. If it does not it is liable to be struck out: Mitanis ; Bruce v Odhams Press Ltd [1936] 1 KB 697 at 712-713. &#8226; It is not sufficient for the pleader to state conclusions drawn from unstated facts: see Trade Practices Commission v David Jones (Australia) Pty Ltd [1985] FCA 228 ; (1985) 7 FCR 109 at 114-5. &#8226; There will be cases in which the power to strike out pleadings will not be exercised notwithstanding a failure to plead all material facts. Such restraint will be appropriate where the deficiency causes no confusion and does not raise issues of substantive principle ( HECEC Australia Pty Ltd v Hydro-Electric Corp [1999] FCA 822 at [59] ), and where deficiencies can be overcome by ordering the provision of particulars or the furnishing of affidavits ( State of Queensland v Pioneer Concrete (Qld) Pty Ltd [1999] ATPR 41-691 at 42,828-9). &#8226; Not all conclusionary pleadings will be struck out as being deficient: see Charlie Carter Pty Ltd v The Shop, Distributive and Allied Employees' Association (WA) (1987) 13 FCR 413 at 417. Whether or not such a pleading should be struck out will depend on whether or not the facts are pleaded at too great a level of generality: see Kernel Holdings Pty Ltd v Rothmans of Pall Mall (Australia) Pty Ltd [1991] FCA 557. 32 Section 33H of the FCA Act requires that any application commencing a representative proceeding must identify the group members to whom the proceeding relates, specify the nature of the claims made on behalf of the group and specify the questions of law or fact common to the claims of the group members. By s 33C of the Act it is required that seven or more persons have claims against the same respondent, that the claims arise out of the same or similar or related circumstances and that the claims of all group members give rise to a substantial common issue of law or fact. 33 As defined, the group in the present proceeding includes persons who have dealt directly with one or more of the respondents in relation to the provision of international airfreight services. It also includes persons who have had no such direct dealing but who have ""paid"" more than $20,000 for such services during the relevant period. The pleadings in paragraphs 85 and 86 suggest that, within the defined group, there are two further sub-groups: those members who have both paid for and acquired international airfreight services and those who have merely paid for those services. As will be seen these are not mere semantic objections. They give rise to the potential for confusion and, in turn, to embarrassment and prejudice. 34 Before turning to the substantial difficulties to which the imprecision of the definition of the group gives rise, it is to be observed that there are insufficient material facts pleaded to establish that the applicant is a member of the defined group which it seeks to represent. No attempt is made to establish (other than by conclusionary statement in paragraph 85) that the applicant acquired or paid for any international airfreight services in Australia (or anywhere else) during the relevant period. When read together, ss 33C and 33H of the FCA Act require that an applicant in a representative proceeding must be a person who shares with group members the same identifying criteria. 45 The fuel surcharge is dealt with in paragraphs 29 to 55 of the SASC. In paragraph 54 it is pleaded that ""[t]he Respondents and each of them engaged in the conduct alleged in paragraph (sic) 31-51 ..."" In paragraph 55 it is alleged that, by doing so, the respondents and each of them gave effect to the global cartel arrangement or the subsidiary fuel surcharge arrangement. In paragraph 87(b) it is alleged that all respondents are jointly and severally liable for all loss and damage caused by the imposition of the fuel surcharge. 46 When, however, one examines paragraphs 31 to 51 one finds that paragraphs 31 to 36 deal exclusively with the conduct of Lufthansa; paragraphs 41-45 deal exclusively with the conduct of British Airways, and paragraphs 46-50 deal exclusively with the conduct of Japan Airlines. In paragraph 37 it is alleged that all respondents, other than Lufthansa, introduced fuel surcharges ""at agreed levels"" in February 2000. No particulars of this agreement are provided, nor are the ""agreed levels"" identified. 47 The war-risk surcharge is dealt with in paragraphs 64 to 70 of the SASC. The parties to the arrangement pursuant to which the war-risk surcharge was imposed are identified in each of these paragraphs as being Lufthansa, Singapore Airlines and British Airways. It is not pleaded that Qantas, Cathay Pacific, Air New Zealand or Japan Airlines were party to the arrangement or gave effect to it. 48 Despite this paragraph 87(d) pleads that all respondents are jointly and severally liable for all loss and damage caused by the imposition of the war-risk surcharge arrangement. 49 The applicant seeks to meet the respondents' objections to these parts of the SASC by contending that all respondents are liable for any damages occasioned by the imposition of any surcharge because they were all parties to the ""overarching"" global cartel arrangement. That overarching arrangement is said, in paragraph 26, to be an agreement to meet and discuss the fixing of prices for the carriage of international airfreight and to conceal any resulting price-fixing arrangements. The surcharges are said to have been agreed upon in the course of meetings and discussions held under the overarching arrangement. This arrangement contemplated that any agreed fixing of prices would emerge from further discussions among the respondents or some of them. In the case of the war-risk surcharge not all respondents are alleged to have agreed to impose the surcharge or to have given effect to such an agreement. Their participation in the making of the global cartel arrangement, without more, cannot render those respondents which were not involved in the making and implementing of the war-risk surcharge agreement jointly and severally liable for damages arising from the imposition of that surcharge. 50 These parts of the SASC are internally inconsistent, confusing and embarrassing."
Case8592,cited,Emanuele v Hedley [1998] FCA 709,"In light of the above cases, and putting to one side the effect if any of the communications between Mr Myer and Mr Patching, there would be no arguable basis at all for any contention that AFP officers had a legal responsibility to warn any of the applicants either that they were under police surveillance or that they were exposing themselves to the foreseeable risk of the death penalty especially given the information acquired about the applicants in the ongoing AFP investigation. Having been prepared for whatever reason to engage in criminal activity, the applicants would properly be regarded as the authors of their own harm: cf Emanuele v Hedley [1998] FCA 709 esp in its reliance on State Rail Authority of New South Wales v Wiegold (1991) 25 NSWLR 500 at 517. And the police would have been entitled to have treated them as no more than subjects of an ongoing criminal investigation which fell clearly within the mandated functions of the AFP. Given the police's function in the matter, the applicants would not have been objects of rescue (as they would have been if there was a duty to warn)."
Case25192,cited,Buckley v Bennell Design &amp; Constructions Pty Ltd (1974) 1 ACLR 301,"Those cases reflect the policy underlying s 1335 that security may be ordered where a company appears to be in no position to provide security from its own resources where, in all the circumstances, it is reasonable that the resources of some other person or entity standing behind the company or of some person or entity for whose practical benefit the proceeding is being conducted should provide the security. The privilege of limited liability should not necessarily exclude those standing to benefit from proceedings by that company from having to provide support to it: Buckley v Bennell Design &amp; Constructions Pty Ltd (1974) 1 ACLR 301 at 303-304. The approach was conveniently expressed in Bell Wholesale 2 FCR 1 at 4 where the Full Court (Sheppard, Morling and Neaves JJ) said: ""In our opinion a court is not justified in declining to order security on the ground that to do so will frustrate the litigation unless a company in the position of the applicant here establishes that those who stand behind it and who will benefit from the litigation if it is successful (whether they be shareholders or creditors or, as in this case, beneficiaries under a trust) are also without means."""
Case13562,cited,Milankov Pty Ltd v Roycol Ltd (1994) 124 ALR 391,The power conferred on the Court by s 447A is broad. Its scope was foreshadowed in the Report of the Law Reform Commission of Australia on the General Insolvency Inquiry (ALRC) which led to the enactment of Pt 5.3A in July 1993. The ALRC recommended that the Court should have: '... a broad power to make orders for the effective operation of the (voluntary administration) procedure.' See Cawthhorn v Keira Constructions Pty Ltd (1994) 33 NSWLR 607; Milankov Pty Ltd v Roycol Ltd (1994) 124 ALR 391; Re I &amp; J Foods Ltd (1995) 58 FCR 92 at 94; Hamilton v National Australia Bank Ltd (1996) 66 FCR 12.
Case14635,referred to,National Companies and Securities Commission v News Corporation Ltd [1984] HCA 29 ; (1984) 156 CLR 296,"v Australian Fisheries Management Authority [2006] FCA 1220 (8 September 2006) [ Home ] [ Databases ] [ WorldLII ] [ Search ] [ Feedback ] Federal Court of Australia You are here: &nbsp; AustLII &gt;&gt; Databases &gt;&gt; Federal Court of Australia &gt;&gt; 2006 &gt;&gt; [2006] FCA 1220 [ Database Search ] [ Name Search ] [ Recent Decisions ] [ Noteup ] [ Download ] [ Help ] Rhodes v Australian Fisheries Management Authority [2006] FCA 1220 (8 September 2006) Last Updated: 11 September 2006 FEDERAL COURT OF AUSTRALIA Rhodes v Australian Fisheries Management Authority [2006] FCA 1220 ADMINISTRATIVE LAW review of decision of AAT which affirmed decision of Australian Fisheries Management Authority to cancel fishing permit relating to Southern Shark Fishery in Bass Strait region interpretation of 2003 Southern and Eastern Scalefish and Shark Fishery Management Plan and Offshore Constitutional Settlement to extent either imposed 'limited entry' or 'no new permits' policy whether Tribunal erred in finding as relevant to refusal to grant fishing permit enforcement of AFMA's cost recovery procedures claim of denial of natural justice in relation to processes implemented by Australian Fisheries Management Authority up to time of cancellation of applicant's fishing permit Fisheries Management Act 1991 (Cth) ss 17 , 32 , 38 , 39 Administrative Appeals Tribunal Act 1975 (Cth) Offshore Constitutional Settlement Southern and Eastern Scalefish and Shark Fishery Management Plan 2003 Re Drake and Minister for Immigration and Ethnic Affairs (No 2) (1979) 2 ALD 634 discussed Minister for Immigration, Local Government and Ethnic Affairs v Gray (1994) 50 FCR 189 discussed Re Green and Australian Fisheries Management Authority [2004] AATA 426 ; (2004) 81 ALD 194 referred to Legione v Hateley [1983] HCA 11 ; (1983) 152 CLR 406 discussed Mobil Oil Australia Pty Ltd v Federal Commissioner of Taxation [1963] HCA 41 ; (1963) 113 CLR 475 discussed National Companies and Securities Commission v News Corporation Ltd [1984] HCA 29 ; (1984) 156 CLR 296 referred to R v Small Claims Tribunal and Homewood; Ex parte Cameron [1976] VR 427 referred to Cameron v Cole [1944] HCA 5 ; (1943) 68 CLR 571 referred to Hoskins v Van Den-Braak (1998) 43 NSWLR 290 referred to Clements v Independent Indigenous Advisory Committee [2003] FCAFC 143 ; (2003) 131 FCR 28 referred to Gribbles Pathology (Vic) Pty Ltd v Cassidy [2002] FCA 859 ; (2002) 122 FCR 78 discussed DAVID JOHN RHODES v AUSTRALIAN FISHERIES MANAGEMENT AUTHORITY TAD 31 OF 2005 CONTI J 8 SEPTEMBER 2006 SYDNEY IN THE FEDERAL COURT OF AUSTRALIA NEW SOUTH WALES DISTRICT REGISTRY TAD 31 OF 2005 ON APPEAL FROM THE ADMINISTRATIVE APPEALS TRIBUNAL CONSTITUTED BY ASSOCIATE PROFESSOR DAVIS BETWEEN: DAVID JOHN RHODES Applicant AND: AUSTRALIAN FISHERIES MANAGEMENT AUTHORITY Respondent JUDGE: CONTI J DATE OF ORDER: 8 SEPTEMBER 2006 WHERE MADE: SYDNEY THE COURT ORDERS THAT: The application for review by way of appeal from the decision of the Administrative Appeals Tribunal made on 27 July 2005 be dismissed. This further issue was raised by Mr Rhodes by way of challenge to the exercise by AFMA of its power of cancellation of Mr Rhodes' fishing permit for reasons of so-called 'non-payment of fees or levies'; it was acknowledged that '[i]n determining the scope of the obligation of natural justice, the statutory framework is of crucial importance'. I was referred by Mr Rhodes to the High Court decision of Mobil Oil Australia Pty Ltd v Federal Commissioner of Taxation [1963] HCA 41 ; (1963) 113 CLR 475, where in the reasons for judgment of Kitto J at 502-4, his Honour considered whether the Taxation Board of Review was '... legally bound to conform to the principles of natural justice in dealing with a reference in a case under s 136' . Kitto J made the prefatory observations that '[a] legal obligation so to act arises in respect of many statutory powers...', there being '... no words which are of universal application to every kind of inquiry and every kind of tribunal...', but '[w]hat the law requires in the discharge of a quasi-judicial function is judicial fairness' , which is '... not a label for any fixed body of rules...,' and '[w]hat is fair in a given situation depends upon the circumstances' . The statutory context of the then Income Tax and Social Services Contribution Assessment Act 1936-1958 (Cth), which was of course in focus in Mobil Oil , is significantly removed from that of the Management Act. Mr Rhodes sought support additionally for the operation in principle of the rules as to natural justice from the dictum of Brennan J in National Companies and Securities Commission v News Corporation Ltd [1984] HCA 29 ; (1984) 156 CLR 296 at 326, where his Honour observed as follows: the limits of a statutory function are ascertained the interests which are apt to be affected by the performance of the function can be identified. Then it is possible for a court to say in the absence of express statutory provision what has to be done to be fair to those whose interests are apt to be affected by the performance of the function. The terms of the statute which creates the function, the nature of the function and the administrative framework in which the statute requires the function to be performed are material factors in determining what must be done to satisfy the requirements of natural justice....' Those considerations render formidable the task of establishing the operation of the rules of natural justice in the present statutory context where the basis for prospective qualification would be the same for all applicants, that being the holding of an existing shark permit conditional of course upon payment of the permit fee or levy."
Case5697,cited,Byrne v Australian Airlines Limited [1995] HCA 24 ; (1995) 185 CLR 410,"The first respondent contended that for a term to be implied, it must be ""reasonable and necessary"": Byrne v Australian Airlines Limited [1995] HCA 24 ; (1995) 185 CLR 410 at 450. The first respondent submitted that an implied term of good faith was neither reasonable nor necessary in this case. It submitted that the mechanism established by the lease, allowing the lessor to nominate the rental assessment and the lessee to object, contemplates that the rent specified in the lessor's rental assessment may not be reasonable, or otherwise acceptable to the lessee. The first respondent submitted that the presence of the objection mechanism demonstrates that no such implied term is necessary. 94 The first respondent contended that the implication of such a term would alter the effect of the rent review mechanism agreed to, as it would enable a lessee to ignore a notice and ""embark upon a curial challenge"". 95 Even if such a term were to be implied, the first respondent submitted that the content of that term would require nothing more of the first respondent than that the rental assessment contained in the notice be an honestly held opinion. The first respondent submitted that the evidence supports the contention that the assessment contained in the notice represented the honest opinion of Mr Allen."
Case21850,cited,Moodemere Pty Ltd (In Liq) v Waters [1998] VR 215,"The general entitlement of a receiver appointed under a charge to deduct and retain, out of the funds realised, costs, charges and expense incurred in the realisation was asserted as a matter of general principle in Moodemere Pty Ltd (In Liq) v Waters [1998] VR 215 at 222 (Murphy J) and 229 (Tadgell J). In Nicobar Pty Ltd v Abrokiss (2003) 48 ACSR 259, Young CJ said (at [60]): 'The general rule is that where a person who is a fiduciary or an officer of the court produces a fund through his own effort, he is entitled to an equitable lien over the fund in respect of defending himself against claims made against him for what he did in producing the fund.' His Honour, however, was not prepared to accept that an equitable lien might exist in the case of a privately appointed receiver, saying (at [62]): 'Although the scope of equitable liens is wide and the boundaries are flexible, and although a receiver appointed out of court owes fiduciary duties both to his appointor and perhaps also to the mortgagor, I do not consider that the principle applies to receivers appointed out of court. If this were not so, there would be little point in the authorities continuing to emphasise the fact that the receivers in the successful cases of lien were receivers appointed by the court.' His Honour referred to O'Donnell, Company Receivers &amp; Administrators at [12.109] (Update 40) and Harris &amp; Lewin Pty Ltd (in liq) v Harris &amp; Lewin Agents Pty Ltd (1975-76) CLC 40-216. He further observed that (at [64]): 'The receiver is usually the agent of the mortgagor company and may have a lien against the assets of the company, but this will not normally have force against a secured creditor.'"
Case19215,followed,The Baumwoll Manufactur von Carl Scheibler v Furness [1893] AC 8,"Asia has, since its acquisition, contracted with masters and officers for the ship as sole employer, writing to them and: ""offer[ing] the post of Master with effect from the date of joining onboard the vessel M.V. Gem of Sagafa owned by West Asia Maritime Limited. "" (original emphasis) The exercise of a right to appoint the master and officers is a strong indicium of ownership of a ship during a maritime adventure: The Baumwoll Manufactur von Carl Scheibler v Furness [1893] AC 8 at 17 per Lord Herschell LC. West Asia contended that the arrangements it had made with Four M should be treated as valid and effectual on their face. It said that by agreeing to meet its share of the expenses for operating the ship and executing finance and mortgage documents to support the borrowing to purchase her, Four M gave value for its one share in the ship. However, no financial accounts or other documents are in evidence to show that Four M had any assets or financial substance to support its participation in the acquisition and holding of the ship. Its 2009 annual return showed that it had a paid up capital of about 18 million rupees and debts of about 220 million rupees."
Case8659,applied,St George Bank Ltd v Rabo Australia Ltd (2004) 211 ALR 147,"In St George Bank Ltd v Rabo Australia Ltd (2004) 211 ALR 147 Hely J stated a series of propositions which his Honour considered had emerged from the authorities in relation to the proper application of Order 15A rule 6 at [26] as follows: '(a) the rule is to be beneficially construed, given the fullest scope that its language will reasonably allow, with the proper brake on any excesses lying in the discretion of the court, exercised in the particular circumstances of each case: Paxus Services Ltd v People Bank Pty Ltd (1990) 99 ALR 728 at 733; 20 IPR 79 at 85; Minister for Health and Aged Care v Harrington Associates Ltd [1999] FCA 549 ; BC9902167 at [27]; (b) each of the elements prescribed in subparas (a), (b) and (c) of the rule must be established: Hooper v Kirella Pty Ltd [1999] FCA 1584 ; (1999) 96 FCR 1 at 11 [38] ; 167 ALR 385 at 367; [1999] FCA 1584 ; 47 IPR 21 at 30. Preliminary discovery cannot itself be used to remedy deficiencies in the satisfaction of the conditions themselves: Airservices Australia v Transfield Pty Ltd [1999] FCA 886 ; (1999) 92 FCR 200 at 202 3 [5]; [1999] FCA 886 ; 164 ALR 330 at 332; (c) the test for determining whether the applicant has ""reasonable cause to believe"", as required by subpara (a), is an objective one: Hooper at FCR 11 12 [39]; ALR 367; IPR 30; Malouf v Malouf [1999] FCA 710 ; BC9902833 at [16]; Quanta Software International Pty Ltd v Computer Management Services Pty Ltd (2000) 175 ALR 536 at 541-2 [24]; 49 IPR 25 at 31; Alphapharm Pty Ltd v Eli Lilly Australia Pty Ltd [1996] FCA 391 ; BC9602085 at 23. Further, the words ""or may have"" cannot be ignored. The applicant does not have to make out a prima facie case: Quanta Software at ALR 541-2 [24]; IPR 31; Paxus Services at ALR 733; IPR 85; (d) belief requires more than mere assertion and more than suspicion or conjecture. Belief is an inclination of the mind towards assenting to, rather than rejecting a proposition. Thus it is not sufficient to point to a mere possibility. The evidence must incline the mind towards the matter or fact in question. If there is no reasonable cause to believe that one of the necessary elements of a potential cause of action exists, that would dispose of the application insofar as it is based on that cause of action: John Holland Services Pty Ltd v Terranora Group Management Pty Ltd [2004] FCA 679 ; BC200403021 at [13], [14], [17] and [73]; (e) while uncertainty as to only one element of a cause of action might be compatible with the ""reasonable cause to believe"" required by subpara (a), uncertainty as to a number of such elements may be sufficient to undermine the reasonableness of the cause to believe: Glowatzky v Insultech Group Pty Ltd (1997) 39 IPR 215 ; (f) the question posed by subpara (b) of the rule is not whether the applicant has sufficient information to decide if a cause of action is available against the prospective respondent. The question is whether the applicant has sufficient information to make a decision whether to commence proceedings in the court: Quanta Software at ALR 543 [33]-[34]; IPR 32-3, Alphapharm at 24 6. Accordingly, an applicant for preliminary discovery may be entitled to discovery in order to determine what defences are available to the respondent and the possible strength of those defences, or to determine the extent of the respondent's breach and the likely quantum of any damages award: CGU Insurance Ltd v Malaysia International Shipping Corp Berhad (2001) 187 ALR at 285 [21]; Quanta Software at ALR 543 [33]-[34]; IPR 32-3, Alphapharm at 24 6, Airservices Australia at FCR 202 3 [5]; ALR 332 (g) whether an applicant has ""sufficient information"" for the purposes of subpara (b) also requires an objective assessment to be made: Minister for Health at [44]; Alphapharm at 23 4, Hooper at FCR 12 [40]; ALR 367; IPR 31. The subparagraph contemplates that the applicant is lacking a piece (or pieces) of information reasonably necessary to decide whether to commence proceedings; (h) it is no answer to an application under the rule to say that the proceeding is in the nature of a ""fishing expedition"": Paxus Services at ALR 733; IPR 85. Indeed O 15A r 6 ""expressly contemplates"" what once might have been castigated as ""fishing"": Bailey v Beagle Management Pty Ltd [2001] FCA 60 ; (2001) 105 FCR 136 at 143 [27] ; [2001] FCA 60 ; 182 ALR 264 at 270-1; 20 IPR 79 at 85. As Burchett J commented in Paxus Services , the rule is (at ALR 733; IPR 85): ... designed to enable an applicant, in a situation where his proof can rise no higher than the level the rule describes, to ascertain whether he has a case against the prospective respondent ...'"
Case15692,cited,Mark Foys Pty Ltd v TVSN (Pacific) [2000] FCA 1626 ; (2000) 104 FCR 61,"In order for the applicant to substantiate its case under s 53 , the applicant needs to establish that, by the use of the confusingly or deceptively similar name and mark (""bing""), the first respondent has represented that it has the necessary connection with the applicant such that a substantial number of members of the public will believe that the first respondent or its services has the sponsorship or approval of the applicant ( 10th Cantanae Pty Ltd v Shosana Pty Ltd (1987) 79 ALR 299 at 301-302; Mark Foys Pty Ltd v TVSN (Pacific) [2000] FCA 1626 ; (2000) 104 FCR 61 at 77-78). 83 This finding is further supported by the absence of evidence before me that either the applicant or its products have a reputation from which the first respondent would be able to benefit (cf Australian Home Loans Ltd t/as Aussie Home Loans v Phillips [1998] FCA 181 ; (1998) 40 IPR 392 ; Mark Foys Pty Ltd v TVSN (Pacific) Ltd [2000] FCA 1626). Other than evidence of a small number of inquiries temporarily confusing the applicant with the first respondent, there is no evidence that the applicant or its products and service are sufficiently well-known that a substantial number of members of the public, or even a substantial number of members of those sections of the public which are likely to engage either with the applicant or respondent, would be misled in terms of ss 53(c) or 53 (d) TPA."
Case2382,followed,SZFDZ v Minister for Immigration &amp; Multicultural Affairs [2006] FCA 974,"Lacking in substance is an attempt to draw a distinction founded upon a factual contention that in the circumstances of the present case a Departmental officer intervened to "" prohibit the possible exercise of the power by the Minister "". In SZFDZ v Minister for Immigration &amp; Multicultural Affairs [2006] FCA 974 Moore J concluded that a like application for leave should be refused and reached that conclusion "" regardless of whether the request was forwarded to the Minister "". His Honour observed: [7] The Minister submitted that the application for leave to appeal should be dismissed with costs because there were no reasonable prospects of success. First, the Federal Magistrate was clearly correct in concluding that there was no jurisdiction to review the Minister's decision for the reasons accepted by the Federal Magistrate. This was so regardless of whether the request was referred to the Minister for her personal consideration, and regardless of whether the delegate's decision was affected by jurisdictional error, notwithstanding there was no evidence at all to support such an assertion. Secondly, as was clear from s 417(7) of the Act, the Minister had no duty to consider the power under s 417, and therefore relief could not have been granted in the Court below even if there had been jurisdiction to consider the application. An application for special leave to appeal from His Honour's decision has been dismissed: SZFDZ v Minister for Immigration &amp; Multicultural Affairs [2007] HCA Trans 759."
Case2031,cited,Bull v Repatriation Commission (2001) 188 ALR 756,"also determined (at 97) that if no SoP were in force, the hypothesis will not be taken to be reasonable and in consequence the application must fail. Such observation has subsequently been disapproved: see Bull v Repatriation Commission (2001) 188 ALR 756 at [14]; Woodwood v Repatriation Commission [2003] FCAFC 160 ; (2003) 131 FCR 473 at [55] ; and Repatriation Commission v Hancock [2003] FCA 711 ; (2003) 37 AAR 383 at [10] ."
Case12604,cited,SZKSM v Minister for Immigration and Citizenship [2008] FCA 632,"the calling of further oral evidence, there remains an absence of any real explanation for the whole of the delay. Any discretion, it is considered, should be exercised against the Applicant. Any explanation which is put forward as an explanation for delay must set forth an explanation for the entirety of the delay; an explanation for only part of the delay may normally be regarded as insufficient: QAAH v Minister for Immigration, Multicultural and Indigenous Affairs [2004] FCAFC 9 at [7] ; SZKSM v Minister for Immigration and Citizenship [2008] FCA 632 at [20] ; SZGND v Minister for Immigration and Citizenship [2008] FCA 680 at [22] . There must be an explanation "" for the whole of the delay "": SZKTN v Minister for Immigration and Citizenship [2008] FCA 633 at [19] ."
Case18683,considered,Australian Competition and Consumer Commission v Advanced Medical Institute Pty Ltd [2005] FCA 1357 ; (2005) 147 FCR 235,"There is now a considerable body of authority dealing with this provision although its proper application is not altogether free from difficulty. The first matter to emphasise about the exception in subs (3) is that it applies not to a document as such but to a representation or representations contained in a document. It is well accepted that the hearsay rule contained in s 69(2) is founded on the ""rationale of reliability"" of business records generally. The exception to that subsection is founded on a ""rationale of unreliability"" of representations made in the circumstances envisaged by subs (3): see generally Australian Competition and Consumer Commission v Advanced Medical Institute Pty Ltd [2005] FCA 1357 ; (2005) 147 FCR 235 at [27] . As Barrett J put the matter in Vitali v Stachnik [2001] NSWSC 303 at [12] : The purpose of the exclusion is ... to prevent the introduction through this exception to the hearsay rule of hearsay material which is prepared in an atmosphere or context which may cause it to be self-serving in the sense of possibly being prepared to assist the proof of something known or at least apprehended to be relevant to the outcome of identifiable legal proceedings. 10 The focus of the contemplation referred to in subs (3)(a) is, as Lindgren J indicated in the Advanced Medical Institute case, upon the contemplation of the person who ""prepared"" or ""obtained"" the relevant representation. As his Honour said at [25]-[27]: 25. ... In order for s 69(3)(a) to apply, a person must have ""prepared"" or ""obtained"" the representation (not the document) in contemplation of a proceeding. It is an unusual use of language to refer to the ""preparing"" of a representation, but I think that the intention is clear enough; the reference is to the person who prepared, formulated, shaped or framed the terms in which the representation is made. This will typically, perhaps always, be or include the maker of the representation. 26. The person who ""obtains"" a representation is a person who seeks the representation or procures it to be made. This person is not the maker of the representation, but may be a person who ""prepared"" it. 27. By referring to persons who prepared or obtained the representation, the legislature was attempting to encompass all those who might cause a representation to be made in the form which it takes."
