id,brand,manufacturer,name,customer_rating,customer_review,review_title
AVzRlpC2vKc47QAVd5FA,Amazon,,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,1.0,"This thing does it's job perfectly, it's light weight and provides great protection. Not worried about it when in the little ones hands (or not as the case may be)!",Great case.
AV1T19k3GV-KLJ3adSMS,Amazon,,Certified Refurbished Kindle E-reader - Black,0.0,"Bought a refurbished kindle and literally after one month of owning it the device started to freeze. I had to reboot it multiple times and then it would start working. Went on a trip and it worked as it should but as soon as I returned the battery died and I charged it over night and the next morning the screen was frozen with the character reading a book under a tree. I tried all rebooting methods (20 seconds, 40 seconds, 1 minute) and nothing. Called customer service and was on the phone for an hour. Eventually they said that they could only give me 35 off the next purchase of a new kindle. I was pretty bummed out that a refurbished product of their own was not backed by them. I ended up buying a new kindle with the discount they gave me but should have just went with a new one to begin with since I ended up spending the same amount of money and had way more of a headache to deal with. Now I have to figure out what to do with this new Kindle Paper Weight that I have.",I was pretty bummed out that a refurbished product of their own ...
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"WAS SURPRISED HOW GREAT THIS WORKS , MUSIC ASK IT QUESTIONS AWESOME",AWESOME
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"Bought the echo first, and liked it so much I bought a Tap to add mobility. I carry it around all the time, to the garage, working out, etc.",Great Tech!
AVsRilrqnnc1JgDc34jd,Amazon,,Alexa Voice Remote for Amazon Echo and Echo Dot,0.0,Worked great for a few weeks then completely stopped working. Don't have the box now so can't return it.,Dead after 3 weeks
AVpfo9ukilAPnD_xfhuj,Amazon,,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,0.0,"Remote did not activate, nor did it connect to box.A poorly designed remote, replacing an even worse remote. Waste of time.Ordered two items, had to pay shipping on both. They were both shipped in the same padded envelope, why double shipping charges",replacing an even worse remote. Waste of time
AVph_N4z1cnluZ0-IkrF,Moshi,Amazon,Moshi Anti-Glare No Bubble Screen Protector for the Fire Phone,0.0,"Ordered on April 16th, installed on my phone on April 21 and last Saturday (June 6th) on a warm Tucson day it just fell off. Landed on the car mat an all of the glue section was instantly covered in dirt. Washed it off with cool water only, let air dry and it won't stick back on. It's supposed to be washable and re-usable. Don't waste your money on this piece of trash. I expected it to last a lot longer than two months.",Worked great... For less than two months. One person found this helpful. Was this review helpful to you Yes No
AVpe7LD5LJeJML43ybWA,Amazon,,"Kindle Fire HDX 7""",1.0,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish glow around the edges of the screen for the HDX. If you search on YouTube for HDX Blue Haze, you can find a video showing the issue. Amazon has updated their Learn More link with the following info:To achieve the perfect color accuracy on Kindle Fire HDX 7 at the lowest possible battery consumption and device weight, we used blue, not white, LEDs. Blue LEDs allow for a much more accurate and rich representation of color and result in an up to 20 improvement in power efficiency.As a result of using these blue LEDs, you may notice a very narrow, faint blue tint around the edge of the device when looking at items with a white background, such as books or web pages. All displays have some level of light emission around the edges, and the light on the Kindle Fire HDX 7 is blue due to the technology used to render perfect color accuracy.If this is something that you think would bother you, I'd recommend taking a look at the YouTube video or taking a look at the HDX at a local Best Buy or office superstore. I've also uploaded a user image here of my HDX with a book loaded so that you can see the blue glow (http://www.amazon.com/gp/customer-media/product-gallery/B00DOPNO4M/).Read more","Excellent 3rd-generation tablet that compares favorably to the competition 6,"
AVsRjfwAU2_QcyX9PHqe,Amazon,Amazon,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.0,"This is the THIRD power charger that I have HAD to buy at cost of over 30 each since my Kindle Fire purchase. Why can't the chargers last a REASONABLE amount of time When I connected this charger, I received a message saying that it was a LOW level charger it probably would not charge while the Kindle was in use. NOT ACCEPTABLE for this cost!!!",Only lasts for less than 1 year!
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,"I don't know what's wrong with fire tv remotes, but they tend to malfunction after a while. I have no intention of buying another one, when the replacement remote breaks again, I'm done with amazon fire tv and will look for another provider. Unless amazon gives me a free remote",Amazon fire tv remote sucks!
AVpfpzCi1cnluZ0-oxEr,Amazon,,"Kindle Fire HDX 8.9""",0.0,"After 15 months, my 500+ tablet is no longer useable. It is stuck on the boot screen. I invested a lot of into Amazon movies and books. This stinks.",Dead after 15 months
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,"I don't know what's wrong with fire tv remotes, but they tend to malfunction after a while. I have no intention of buying another one, when the replacement remote breaks again, I'm done with amazon fire tv and will look for another provider. Unless amazon gives me a free remote",Amazon fire tv remote sucks!
AV3atCk2glJLPUi8SQna,Amazon,,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,1.0,"I am thoroughly impressed with my Echo Dot and this case takes it to the next level by appearing as a much higher end product vs. a nerdy plastic computer sitting on your kitchen countertop. The construction is solid and it is slightly lifted to still allow audio access from the bottom of the Echo. This case/cover will give your Echo the needed extra touch allowing it to blend in, but still offer the great functionality of Alexa.",The Extra Touch
AVpfLiCSilAPnD_xWpk_,Amazon,Amazon,Amazon Fire TV,0.0,"I was really looking forward to using what was hyped as an amazing piece of entertainment equipment, but the actual experience falls short.Pros:+ User interface and underlying hardware is fast+ Form factor of the device and remote control is very sleek+ Plays games fairly well, especially for such a small box+ Quality of Amazon videos is very good+ Voice search works quite well+ The device came pre-configured for my Amazon account. I just plugged it in, updated the software, and away I wentCons:- First and foremost, there is STILL no way to search for only free movies on Prime.- Amazon touts it's 40,000 Prime movies available, but good luck finding them. There is no categorization by genre. You are stuck surfing through dumb lists of movies, or using the search function, which almost never returns any Prime movies- Voice search works only on Amazon content. You cannot use this to search within Netflix, for example- The Amazon FireTV box only comes with 8GB of memory for game and app storage, which is completely inadequate. There are games available for download that consume almost 2GB for ONE GAME. Good luck downloading a 1.76GB game, like the racing game featured in the list of top games.Clearly, Amazon is marketing this device as a way to push its video content. In the help video that automatically plays the first time you use the device, it even offers you a 30 day Prime membership for free to try it out. However, Amazon has no incentive to help you actually search for and find this free content. It's clearly evident in the lack of ability to filter search results on free Prime content only. This is my biggest beef with Amazon, by far. I want a Netflix-like experience, where my Prime content is sorted by genre, and I can search for free movies only. Now, if you want to pay for video rentals, by all means buy this device, because it works really well. If you want it to access your Prime content only, stick to the Roku box you probably already have, because it works just as good.UPDATE:I called customer service, and talked to a guy about how I can search for and access my 40,000 Prime movies. Well....YOU CAN'T According to him, I can only find the Prime movies on the two lists on FireTV that say Recently added to Prime and Top Prime Movies. Those lists are 73 items, and 150 items, respectively. THERE IS NO WAY TO SEARCH OR BROWSE FREE PRIME CONTENT ONLY. The guy I talked to said this was a very common request for people. OF COURSE IT IS. I don't want to pay for video rentals if I just paid for a Prime membership to access free content. AMAZON COMPLETELY FAILED. I AM RETURNING THE FIRE TV.",No Way to Search or Browse Prime Movies Only FAIL
AVpfo9ukilAPnD_xfhuj,Amazon,,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,0.0,"Voice remote gave out nearly a year after I purchased. changed batteries several times and nothing. Have to rely on Phone App for it to function. Paid 19 for the stick when it was being promoted to Prime members. Now they want 30 , for an extra 10 might as well buy another Fire Stick, what a rip off for a hollow piece of plastic. Even with the Voice Remote feature, I still don't think it is worth it. Amazon should sell the remote for 10-15 dollars for Prime Members, we shouldn't have to worry if it fails outside of the warranty period. Amazon is already charging an arm and a leg for Prime Membership and its content to begin with.","OEM Remote gave out after 12 months, considering replacement"
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,Purchased the replacement controll because the original stopped working. Ordered the replacement in November and it also stopped working for no apparent reason. I changed the batteries twice with no luck. It was great for the three months it lasted. However it ONLY lasted 3 months. Unfortunately my return date expired 2 weeks ago. I Dowloaded the remote app and it consistently looses wifi conectivity (home wifi network works perfectly on all my other phone apps),"Faulty remote, short life span"
AVzRkFTFvKc47QAVd43-,Amazon,,All-New Amazon Fire HD 8 Tablet Case (7th Generation,1.0,"This is an improvement over the Origami case we purchased for my husband's old 2013 Fire 7. He liked the case but the way it would collapse into several sections when trying to close was frustrating for me. This one has only 2 sections, so the folding issue is very minimal and it stands up well in both landscape and portrait as long as the tablet is in the correct orientation. (Just give the tablet a 180 if you can't get it to stand.) I don't usually like blue, but the marine blue of this cover and the tablet is gorgeous and they match perfectly. There is a nice texture to it that helps immensely with the grip as well as being very attractive. The cutouts are precise and allow for charging without removing the cover. I often have difficulty with close fitting hard plastic cases, but I had no trouble removing this one when I needed to. The only downside is that it does pick up a bit of lint at times. Overall, a very nice, classic case.",Very complimentary to the new Fire HD 8
AV1T19k3GV-KLJ3adSMS,Amazon,,Certified Refurbished Kindle E-reader - Black,0.0,"DON'T BUY a reburbished Kindle. I've had to return them, twice. Apparently, Amazon's definition of refurbish is to take a Kindle with some problem or defect, simply repackage it and send out again to see if some different customer might take it off their hands.Both times, the 'refurbished' Kindles shorted out in different ways. The Kindles especially liked to misfunction while I was in the middle of working out at the gym.",Don't buy a refurbished Kindle!
AVpfo9ukilAPnD_xfhuj,Amazon,,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,0.0,"I've had the REPLACEMENT remote 3 months and it's stopped working. If I want to use my Amazon Fire TV (which I love) I have to use my cell phone or my tablet. It defeats the purpose of having voice remote. It also makes me question and second guess whether I should purchase the ECHO. Is it going to quit after 3 months I mean, come on, 30 for 3 months use And it's too late to send it back.",Not what I expected from an Amazon produced product.
AVsRjfwAU2_QcyX9PHqe,Amazon,Amazon,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.0,My adaptor doesn't work. Maybe I'm doing something wrong but there are no instructions. It looks pretty simple. So it just simply doesn't work.,It DOESN'T Work One person found this helpful. Was this review helpful to you Yes No
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,Has a very good Bluetooth speakers sound quality is good but otherwise she's pretty useless when it comes to get answering questions,Good Bluetooth speaker
AVpgKkzMLJeJML43J5BV,Amazon,,Amazon Kindle Oasis Premium Leather Battery Cover - Walnut,0.0,"Horrible screen. Nice on one side, totally different color on the other.",One Star
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,I like buying things that work as advertised. This does.Although it does not respond as well to my wife's commands. Hmmm...,Works as promised
AVpfo9ukilAPnD_xfhuj,Amazon,,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,0.0,I ordered this item to replace the one that no longer works. The directions for the new remove state to press the home button to go to the home screen (using the existing remote which does not work) You must use your existing remote for all the following steps. The existing remote DOES NOT WORK. This is why I bought a new one. I am sending all of this crap back to amazon and canceling this Fire subscription. This has been a problem from day one and we have only had this for a few months. Not worth the money.,I am sending all of this crap back to amazon and canceling this Fire subscription
AV2Mus6LGV-KLJ3alnyc,Amazon,,Fire HD 10 Tablet with Alexa,1.0,"This is my 4th Kindle Fire, I also have the first generation, an 8.9 HDX and the new 6. The first thing that impresses is how thin and light this new model is, despite being the largest Fire to date. I love the more narrow, widescreen design of the screen, perfect for watching videos and reading books in portrait mode. Anyway, before I get carried away gushing, Ill just list my pros and one or two cons, to make this easier to read and save time.PROS:Wide screen design is perfect for videos and allows more text on a page for books.The stereo speakers sound incredible, even better than the previous HDX modelFor comic book readers comics purchased from Amazon now utilize the active panel reading mode from Comixology. I was wondering when Amazon was going to incorporate this feature for their comics, finally!Battery life seems to be similar to my 8.9 HDX, but Im happy with that considering the larger screen and thinness of the device.Considerably faster response time across the board.Finally! We can add a micro SD card to expand storage capacity! Yay!The camera takes photos that are much better quality than previous FireCONS:Would have preferred a rubberized back and case. The glossy finish is a fingerprint magnet also.Still deciding on the new software layout, maybe its because Im so familiar with the old Fire OS, but lets just say Im not blown away be the design so far.","Keeps Getting Better, Especially for Comic Readers 2,"
